epoch,reward,epsilon,time_elapsed,frame_processed,negative_reward_counter
1,28.60689655172351,0.9940176658287097,301,125,25
2,14.79741100323595,0.981767343221176,874,125,25
3,-0.12280701754388013,0.9709294454237271,1410,112,12
4,-0.24745762711858632,0.9604993100146869,1915,109,9
5,17.77357357357343,0.9485672030659826,2497,126,25
6,-0.2794520547946733,0.9392222543252324,2960,100,0
7,5.477580071174103,0.9276472330643509,3538,125,25
8,26.66666666666626,0.9162148629348421,4117,125,25
9,18.730612244897372,0.9049233858971459,4697,125,25
10,47.69510489510429,0.8937710655778691,5280,125,25
11,28.575086505189724,0.8827561870027681,5863,125,25
12,-0.17922077922075985,0.8772120282503735,6162,64,0
13,-0.29696969696963404,0.8713540608633507,6478,68,0
14,0.6271186440676204,0.8606154505570021,7059,125,25
15,0.666666666666536,0.8500091834122809,7641,125,25
16,-0.31086142322107135,0.8407939368796862,8152,110,10
17,-0.37679180887362507,0.8346781850024949,8496,74,0
18,12.175438596490956,0.8243915699942728,9079,125,25
19,-0.09090909090910904,0.8188044457101201,9400,69,0
20,-0.5966996699670195,0.8126860790002739,9754,76,0
21,-0.38367346938781366,0.8052432842822991,10187,93,0
22,-0.04285714285705999,0.8000259168762028,10495,66,0
23,-0.1481481481485205,0.790877863552439,11037,116,16
24,3.6512195121948086,0.7811310458602233,11620,125,25
25,-0.1973597359735264,0.7763804131064266,11910,62,0
26,-0.3202492211837402,0.7717358460311793,12195,61,0
27,-0.3413680781758202,0.767349246062366,12466,58,0
28,-0.18343949044598196,0.7608540962029563,12868,86,0
29,-0.37297297297289445,0.7563780505489297,13149,60,0
30,-0.061093247588358324,0.7514021451670779,13463,67,0
31,-0.24912280701756906,0.7447440058340166,13885,90,0
32,-0.12982456140344745,0.7402146694492194,14175,62,0
33,-0.39298245614029115,0.7363753520758766,14424,53,0
34,-0.27972027972019875,0.7314578832563132,14742,68,0
35,-0.3220338983050183,0.7249764690970498,15164,90,0
36,-0.35483870967734077,0.7198471104660354,15502,72,0
37,-0.27652733118965833,0.7157554496619403,15775,58,0
38,-0.29494949494967715,0.7077125389613512,16310,114,14
39,0.02184873949552424,0.6989906548201416,16896,125,25
40,-0.24191616766461382,0.6958521069726629,17113,46,0
41,-0.283783783783778,0.6914126529186927,17419,65,0
42,-0.04345047923315737,0.6872076637395368,17713,62,0
43,-0.0704225352112593,0.682686802366088,18028,67,0
44,-0.2520547945204962,0.6796214606776222,18245,46,0
45,0.1010309278347532,0.6712457723669285,18831,125,25
46,0.9403508771927953,0.6629733064509605,19418,125,25
47,36.47279151943397,0.6548027908118476,20006,125,25
48,-0.3189591078066706,0.6508204531467472,20300,62,0
49,-0.2711864406779072,0.6473153198180512,20560,55,0
50,-0.014285714285934503,0.6397215109375187,21122,119,19
51,9.602090592334019,0.6318375515700254,21711,125,25
52,-0.03219814241480212,0.628497504485222,21967,54,0
53,-0.3542483660130227,0.6241131658221566,22304,71,0
54,26.418181818181125,0.6164215644676105,22893,125,25
55,-0.0238805970151319,0.6101046942356045,23386,104,4
56,-0.29688581314902973,0.6032489761602965,23924,114,14
57,-0.396610169491487,0.5989808647464566,24267,72,0
58,-0.3607717041802687,0.5922501446257884,24807,114,14
59,19.14100719424404,0.5849512247117487,25397,125,25
60,10.256565656565119,0.5777422570457497,25988,125,25
61,23.948717948717075,0.5695958857987791,26663,143,25
62,15.771731448763251,0.5624074021141411,27274,128,25
63,-0.3877300613498762,0.5567553954305844,27760,102,2
64,51.626198083066726,0.5498939145515465,28354,125,25
65,2.4575163398688895,0.5431169949003647,28947,125,25
66,-0.257894736842304,0.5371214334025926,29481,112,12
67,37.54265232974856,0.5291772579175356,30192,150,25
68,55.062068965516374,0.5209336444845989,30941,158,25
69,106.91307420494893,0.5111288554612027,31842,191,25
70,34.69550173010322,0.5048296783050313,32445,125,25
71,-0.18167938931319982,0.49955643598872657,33029,106,6
72,-0.22158273381287086,0.496468613832412,33416,63,0
73,33.19999999999957,0.4867347320259549,34619,199,25
74,39.966666666665866,0.48011160703765116,35397,138,25
75,-0.11428571428574763,0.47614297487217894,35838,84,0
76,63.253164556962474,0.4702749654292762,36453,125,25
77,-0.29752650176690365,0.46638764355023554,36881,84,0
78,19.99254658385047,0.46063985929039086,37535,125,25
79,-0.3422818791945321,0.45587379295165886,38078,105,5
80,-0.5611940298509306,0.450570886920474,38693,118,18
81,54.2909090909085,0.4437736593769002,39499,153,25
82,76.07500000000135,0.429840006338901,41152,320,25
83,116.8888888888896,0.4236519883952973,41953,146,25
84,62.313475177304554,0.41805444325923663,42644,134,25
85,94.37192982456136,0.40781369123886685,43902,249,25
86,42.99114391143823,0.401782013247752,44720,150,25
87,21.519587628865303,0.3968304319535847,45394,125,25
88,236.4477508650535,0.39193987419084564,46048,125,25
89,103.20810810811078,0.3865293298096633,46782,140,25
90,92.49918699187133,0.3806982211356467,47586,153,25
91,61.75789473684114,0.3745802930742372,48442,163,25
